# smlt_path=b1,gsimlt_path=b12_b22_b32_@_@_@_@,imt=SA,investigation_time=50.0,sa_period=1.0,sa_damping=5.0,lon=-132.8,lat=53.45,poe=0.02,iml=1.067193
Lon,Lat,Mag,poe
-130.9,52.3,6.85,0.0
-130.9,52.3,6.95,0.0
-130.9,52.3,7.05,0.0
-130.9,52.3,7.15,0.0
-130.9,52.3,7.25,0.0
-130.9,52.3,7.35,0.0
-130.9,52.3,7.45,0.0
-130.9,52.3,7.55,0.0
-130.9,52.3,7.65,0.0
-130.9,52.3,7.75,0.0
-130.9,52.3,7.85,0.0
-130.9,52.3,7.95,0.0
-130.9,52.3,8.05,0.0
-130.9,52.3,8.15,0.0
-130.9,52.3,8.25,0.0
-130.9,52.3,8.35,0.0
-130.9,52.5,4.85,0.0
-130.9,52.5,4.95,0.0
-130.9,52.5,5.05,0.0
-130.9,52.5,5.15,0.0
-130.9,52.5,5.25,0.0
-130.9,52.5,5.35,0.0
-130.9,52.5,5.45,0.0
-130.9,52.5,5.55,0.0
-130.9,52.5,5.65,0.0
-130.9,52.5,5.75,0.0
-130.9,52.5,5.85,0.0
-130.9,52.5,5.95,0.0
-130.9,52.5,6.05,0.0
-130.9,52.5,6.15,0.0
-130.9,52.5,6.25,0.0
-130.9,52.5,6.35,0.0
-130.9,52.5,6.45,0.0
-130.9,52.5,6.55,0.0
-130.9,52.5,6.65,0.0
-130.9,52.5,6.75,0.0
-130.9,52.5,6.85,0.0
-130.9,52.5,6.95,0.0
-130.9,52.5,7.05,0.0
-130.9,52.5,7.15,0.0
-130.9,52.5,7.25,0.0
-130.9,52.5,7.35,0.0
-130.9,52.5,7.45,0.0
-130.9,52.5,7.55,0.0
-130.9,52.5,7.65,0.0
-130.9,52.5,7.75,0.0
-130.9,52.5,7.85,0.0
-130.9,52.5,7.95,0.0
-130.9,52.5,8.05,0.0
-130.9,52.5,8.15,0.0
-130.9,52.5,8.25,0.0
-130.9,52.5,8.35,0.0
-130.9,52.7,4.85,0.0
-130.9,52.7,4.95,0.0
-130.9,52.7,5.05,0.0
-130.9,52.7,5.15,0.0
-130.9,52.7,5.25,0.0
-130.9,52.7,5.35,0.0
-130.9,52.7,5.45,0.0
-130.9,52.7,5.55,0.0
-130.9,52.7,5.65,0.0
-130.9,52.7,5.75,0.0
-130.9,52.7,5.85,0.0
-130.9,52.7,5.95,0.0
-130.9,52.7,6.05,0.0
-130.9,52.7,6.15,0.0
-130.9,52.7,6.25,0.0
-130.9,52.7,6.35,0.0
-130.9,52.7,6.45,0.0
-130.9,52.7,6.55,0.0
-130.9,52.7,6.65,0.0
-130.9,52.7,6.75,0.0
-130.9,52.7,6.85,0.0
-130.9,52.7,6.95,0.0
-130.9,52.7,7.05,0.0
-130.9,52.7,7.15,0.0
-130.9,52.7,7.25,0.0
-130.9,52.7,7.35,0.0
-130.9,52.7,7.45,0.0
-130.9,52.7,7.55,0.0
-130.9,52.7,7.65,0.0
-130.9,52.7,7.75,0.0
-130.9,52.7,7.85,0.0
-130.9,52.7,7.95,0.0
-130.9,52.7,8.05,0.0
-130.9,52.7,8.15,0.0
-130.9,52.7,8.25,0.0
-130.9,52.7,8.35,0.0
-130.9,52.9,4.85,0.0
-130.9,52.9,4.95,0.0
-130.9,52.9,5.05,0.0
-130.9,52.9,5.15,0.0
-130.9,52.9,5.25,0.0
-130.9,52.9,5.35,0.0
-130.9,52.9,5.45,0.0
-130.9,52.9,5.55,0.0
-130.9,52.9,5.65,0.0
-130.9,52.9,5.75,0.0
-130.9,52.9,5.85,0.0
-130.9,52.9,5.95,0.0
-130.9,52.9,6.05,0.0
-130.9,52.9,6.15,0.0
-130.9,52.9,6.25,0.0
-130.9,52.9,6.35,0.0
-130.9,52.9,6.45,0.0
-130.9,52.9,6.55,0.0
-130.9,52.9,6.65,0.0
-130.9,52.9,6.75,0.0
-130.9,52.9,6.85,0.0
-130.9,52.9,6.95,0.0
-130.9,52.9,7.05,0.0
-130.9,52.9,7.15,0.0
-130.9,52.9,7.25,0.0
-130.9,52.9,7.35,0.0
-130.9,52.9,7.45,0.0
-130.9,52.9,7.55,0.0
-130.9,52.9,7.65,0.0
-130.9,52.9,7.75,0.0
-130.9,52.9,7.85,0.0
-130.9,52.9,7.95,0.0
-130.9,52.9,8.05,0.0
-130.9,52.9,8.15,0.0
-130.9,52.9,8.25,0.0
-130.9,52.9,8.35,0.0
-130.9,53.1,4.85,0.0
-130.9,53.1,4.95,0.0
-130.9,53.1,5.05,0.0
-130.9,53.1,5.15,0.0
-130.9,53.1,5.25,0.0
-130.9,53.1,5.35,0.0
-130.9,53.1,5.45,0.0
-130.9,53.1,5.55,0.0
-130.9,53.1,5.65,0.0
-130.9,53.1,5.75,0.0
-130.9,53.1,5.85,0.0
-130.9,53.1,5.95,0.0
-130.9,53.1,6.05,0.0
-130.9,53.1,6.15,0.0
-130.9,53.1,6.25,0.0
-130.9,53.1,6.35,0.0
-130.9,53.1,6.45,0.0
-130.9,53.1,6.55,0.0
-130.9,53.1,6.65,0.0
-130.9,53.1,6.75,0.0
-130.9,53.1,6.85,0.0
-130.9,53.1,6.95,0.0
-130.9,53.1,7.05,0.0
-130.9,53.1,7.15,0.0
-130.9,53.1,7.25,0.0
-130.9,53.1,7.35,0.0
-130.9,53.1,7.45,0.0
-130.9,53.1,7.55,0.0
-130.9,53.1,7.65,0.0
-130.9,53.1,7.75,0.0
-130.9,53.1,7.85,0.0
-130.9,53.1,7.95,0.0
-130.9,53.1,8.05,0.0
-130.9,53.1,8.15,0.0
-130.9,53.1,8.25,0.0
-130.9,53.1,8.35,0.0
-130.9,53.3,4.85,0.0
-130.9,53.3,4.95,0.0
-130.9,53.3,5.05,0.0
-130.9,53.3,5.15,0.0
-130.9,53.3,5.25,0.0
-130.9,53.3,5.35,0.0
-130.9,53.3,5.45,0.0
-130.9,53.3,5.55,0.0
-130.9,53.3,5.65,0.0
-130.9,53.3,5.75,0.0
-130.9,53.3,5.85,0.0
-130.9,53.3,5.95,0.0
-130.9,53.3,6.05,0.0
-130.9,53.3,6.15,0.0
-130.9,53.3,6.25,0.0
-130.9,53.3,6.35,0.0
-130.9,53.3,6.45,0.0
-130.9,53.3,6.55,0.0
-130.9,53.3,6.65,0.0
-130.9,53.3,6.75,0.0
-130.9,53.3,6.85,0.0
-130.9,53.3,6.95,0.0
-130.9,53.3,7.05,0.0
-130.9,53.3,7.15,0.0
-130.9,53.3,7.25,0.0
-130.9,53.3,7.35,0.0
-130.9,53.3,7.45,0.0
-130.9,53.3,7.55,0.0
-130.9,53.3,7.65,0.0
-130.9,53.3,7.75,0.0
-130.9,53.3,7.85,0.0
-130.9,53.3,7.95,0.0
-130.9,53.3,8.05,0.0
-130.9,53.3,8.15,0.0
-130.9,53.3,8.25,0.0
-130.9,53.3,8.35,0.0
-130.9,53.5,4.85,0.0
-130.9,53.5,4.95,0.0
-130.9,53.5,5.05,0.0
-130.9,53.5,5.15,0.0
-130.9,53.5,5.25,0.0
-130.9,53.5,5.35,0.0
-130.9,53.5,5.45,0.0
-130.9,53.5,5.55,0.0
-130.9,53.5,5.65,0.0
-130.9,53.5,5.75,0.0
-130.9,53.5,5.85,0.0
-130.9,53.5,5.95,0.0
-130.9,53.5,6.05,0.0
-130.9,53.5,6.15,0.0
-130.9,53.5,6.25,0.0
-130.9,53.5,6.35,0.0
-130.9,53.5,6.45,0.0
-130.9,53.5,6.55,0.0
-130.9,53.5,6.65,0.0
-130.9,53.5,6.75,0.0
-130.9,53.5,6.85,0.0
-130.9,53.5,6.95,0.0
-130.9,53.5,7.05,0.0
-130.9,53.5,7.15,0.0
-130.9,53.5,7.25,0.0
-130.9,53.5,7.35,0.0
-130.9,53.5,7.45,0.0
-130.9,53.5,7.55,0.0
-130.9,53.5,7.65,0.0
-130.9,53.5,7.75,0.0
-130.9,53.5,7.85,0.0
-130.9,53.5,7.95,0.0
-130.9,53.5,8.05,0.0
-130.9,53.5,8.15,0.0
-130.9,53.5,8.25,0.0
-130.9,53.5,8.35,0.0
-130.9,53.7,4.85,0.0
-130.9,53.7,4.95,0.0
-130.9,53.7,5.05,0.0
-130.9,53.7,5.15,0.0
-130.9,53.7,5.25,0.0
-130.9,53.7,5.35,0.0
-130.9,53.7,5.45,0.0
-130.9,53.7,5.55,0.0
-130.9,53.7,5.65,0.0
-130.9,53.7,5.75,0.0
-130.9,53.7,5.85,0.0
-130.9,53.7,5.95,0.0
-130.9,53.7,6.05,0.0
-130.9,53.7,6.15,0.0
-130.9,53.7,6.25,0.0
-130.9,53.7,6.35,0.0
-130.9,53.7,6.45,0.0
-130.9,53.7,6.55,0.0
-130.9,53.7,6.65,0.0
-130.9,53.7,6.75,0.0
-130.9,53.7,6.85,0.0
-130.9,53.7,6.95,0.0
-130.9,53.7,7.05,0.0
-130.9,53.7,7.15,0.0
-130.9,53.7,7.25,0.0
-130.9,53.7,7.35,0.0
-130.9,53.7,7.45,0.0
-130.9,53.7,7.55,0.0
-130.9,53.7,7.65,0.0
-130.9,53.7,7.75,0.0
-130.9,53.7,7.85,0.0
-130.9,53.7,7.95,0.0
-130.9,53.7,8.05,0.0
-130.9,53.7,8.15,0.0
-130.9,53.7,8.25,0.0
-130.9,53.7,8.35,0.0
-130.9,53.9,4.85,0.0
-130.9,53.9,4.95,0.0
-130.9,53.9,5.05,0.0
-130.9,53.9,5.15,0.0
-130.9,53.9,5.25,0.0
-130.9,53.9,5.35,0.0
-130.9,53.9,5.45,0.0
-130.9,53.9,5.55,0.0
-130.9,53.9,5.65,0.0
-130.9,53.9,5.75,0.0
-130.9,53.9,5.85,0.0
-130.9,53.9,5.95,0.0
-130.9,53.9,6.05,0.0
-130.9,53.9,6.15,0.0
-130.9,53.9,6.25,0.0
-130.9,53.9,6.35,0.0
-130.9,53.9,6.45,0.0
-130.9,53.9,6.55,0.0
-130.9,53.9,6.65,0.0
-130.9,53.9,6.75,0.0
-130.9,53.9,6.85,0.0
-130.9,53.9,6.95,0.0
-130.9,53.9,7.05,0.0
-130.9,53.9,7.15,0.0
-130.9,53.9,7.25,0.0
-130.9,53.9,7.35,0.0
-130.9,53.9,7.45,0.0
-130.9,53.9,7.55,0.0
-130.9,53.9,7.65,0.0
-130.9,53.9,7.75,0.0
-130.9,53.9,7.85,0.0
-130.9,53.9,7.95,0.0
-130.9,53.9,8.05,0.0
-130.9,53.9,8.15,0.0
-130.9,53.9,8.25,0.0
-130.9,53.9,8.35,0.0
-130.9,54.1,4.85,0.0
-130.9,54.1,4.95,0.0
-130.9,54.1,5.05,0.0
-130.9,54.1,5.15,0.0
-130.9,54.1,5.25,0.0
-130.9,54.1,5.35,0.0
-130.9,54.1,5.45,0.0
-130.9,54.1,5.55,0.0
-130.9,54.1,5.65,0.0
-130.9,54.1,5.75,0.0
-130.9,54.1,5.85,0.0
-130.9,54.1,5.95,0.0
-130.9,54.1,6.05,0.0
-130.9,54.1,6.15,0.0
-130.9,54.1,6.25,0.0
-130.9,54.1,6.35,0.0
-130.9,54.1,6.45,0.0
-130.9,54.1,6.55,0.0
-130.9,54.1,6.65,0.0
-130.9,54.1,6.75,0.0
-130.9,54.1,6.85,0.0
-130.9,54.1,6.95,0.0
-130.9,54.1,7.05,0.0
-130.9,54.1,7.15,0.0
-130.9,54.1,7.25,0.0
-130.9,54.1,7.35,0.0
-130.9,54.1,7.45,0.0
-130.9,54.1,7.55,0.0
-130.9,54.1,7.65,0.0
-130.9,54.1,7.75,0.0
-130.9,54.1,7.85,0.0
-130.9,54.1,7.95,0.0
-130.9,54.1,8.05,0.0
-130.9,54.1,8.15,0.0
-130.9,54.1,8.25,0.0
-130.9,54.1,8.35,0.0
-130.9,54.3,4.85,0.0
-130.9,54.3,4.95,0.0
-130.9,54.3,5.05,0.0
-130.9,54.3,5.15,0.0
-130.9,54.3,5.25,0.0
-130.9,54.3,5.35,0.0
-130.9,54.3,5.45,0.0
-130.9,54.3,5.55,0.0
-130.9,54.3,5.65,0.0
-130.9,54.3,5.75,0.0
-130.9,54.3,5.85,0.0
-130.9,54.3,5.95,0.0
-130.9,54.3,6.05,0.0
-130.9,54.3,6.15,0.0
-130.9,54.3,6.25,0.0
-130.9,54.3,6.35,0.0
-130.9,54.3,6.45,0.0
-130.9,54.3,6.55,0.0
-130.9,54.3,6.65,0.0
-130.9,54.3,6.75,0.0
-130.9,54.3,6.85,0.0
-130.9,54.3,6.95,0.0
-130.9,54.3,7.05,0.0
-130.9,54.3,7.15,0.0
-130.9,54.3,7.25,0.0
-130.9,54.3,7.35,0.0
-130.9,54.3,7.45,0.0
-130.9,54.3,7.55,0.0
-130.9,54.3,7.65,0.0
-130.9,54.3,7.75,0.0
-130.9,54.3,7.85,0.0
-130.9,54.3,7.95,0.0
-130.9,54.3,8.05,0.0
-130.9,54.3,8.15,0.0
-130.9,54.3,8.25,0.0
-130.9,54.3,8.35,0.0
-130.9,54.5,4.85,0.0
-130.9,54.5,4.95,0.0
-130.9,54.5,5.05,0.0
-130.9,54.5,5.15,0.0
-130.9,54.5,5.25,0.0
-130.9,54.5,5.35,0.0
-130.9,54.5,5.45,0.0
-130.9,54.5,5.55,0.0
-130.9,54.5,5.65,0.0
-130.9,54.5,5.75,0.0
-130.9,54.5,5.85,0.0
-130.9,54.5,5.95,0.0
-130.9,54.5,6.05,0.0
-130.9,54.5,6.15,0.0
-130.9,54.5,6.25,0.0
-130.9,54.5,6.35,0.0
-130.9,54.5,6.45,0.0
-130.9,54.5,6.55,0.0
-130.9,54.5,6.65,0.0
-130.9,54.5,6.75,0.0
-130.9,54.5,6.85,0.0
-130.9,54.5,6.95,0.0
-130.9,54.5,7.05,0.0
-130.9,54.5,7.15,0.0
-130.9,54.5,7.25,0.0
-130.9,54.5,7.35,0.0
-130.9,54.5,7.45,0.0
-130.9,54.5,7.55,0.0
-130.9,54.5,7.65,0.0
-130.9,54.5,7.75,0.0
-130.9,54.5,7.85,0.0
-130.9,54.5,7.95,0.0
-130.9,54.5,8.05,0.0
-130.9,54.5,8.15,0.0
-130.9,54.5,8.25,0.0
-130.9,54.5,8.35,0.0
-130.9,54.7,4.85,0.0
-130.9,54.7,4.95,0.0
-130.9,54.7,5.05,0.0
-130.9,54.7,5.15,0.0
-130.9,54.7,5.25,0.0
-130.9,54.7,5.35,0.0
-130.9,54.7,5.45,0.0
-130.9,54.7,5.55,0.0
-130.9,54.7,5.65,0.0
-130.9,54.7,5.75,0.0
-130.9,54.7,5.85,0.0
-130.9,54.7,5.95,0.0
-130.9,54.7,6.05,0.0
-130.9,54.7,6.15,0.0
-130.9,54.7,6.25,0.0
-130.9,54.7,6.35,0.0
-130.9,54.7,6.45,0.0
-130.9,54.7,6.55,0.0
-130.9,54.7,6.65,0.0
-130.9,54.7,6.75,0.0
-130.9,54.7,6.85,0.0
-130.9,54.7,6.95,0.0
-130.9,54.7,7.05,0.0
-130.9,54.7,7.15,0.0
-130.9,54.7,7.25,0.0
-130.9,54.7,7.35,0.0
-130.9,54.7,7.45,0.0
-130.9,54.7,7.55,0.0
-130.9,54.7,7.65,0.0
-130.9,54.7,7.75,0.0
-130.9,54.7,7.85,0.0
-130.9,54.7,7.95,0.0
-130.9,54.7,8.05,0.0
-130.9,54.7,8.15,0.0
-130.9,54.7,8.25,0.0
-130.9,54.7,8.35,0.0
-130.9,54.9,4.85,0.0
-130.9,54.9,4.95,0.0
-130.9,54.9,5.05,0.0
-130.9,54.9,5.15,0.0
-130.9,54.9,5.25,0.0
-130.9,54.9,5.35,0.0
-130.9,54.9,5.45,0.0
-130.9,54.9,5.55,0.0
-130.9,54.9,5.65,0.0
-130.9,54.9,5.75,0.0
-130.9,54.9,5.85,0.0
-130.9,54.9,5.95,0.0
-130.9,54.9,6.05,0.0
-130.9,54.9,6.15,0.0
-130.9,54.9,6.25,0.0
-130.9,54.9,6.35,0.0
-130.9,54.9,6.45,0.0
-130.9,54.9,6.55,0.0
-130.9,54.9,6.65,0.0
-130.9,54.9,6.75,0.0
-130.9,54.9,6.85,0.0
-130.9,54.9,6.95,0.0
-130.9,54.9,7.05,0.0
-130.9,54.9,7.15,0.0
-130.9,54.9,7.25,0.0
-130.9,54.9,7.35,0.0
-130.9,54.9,7.45,0.0
-130.9,54.9,7.55,0.0
-130.9,54.9,7.65,0.0
-130.9,54.9,7.75,0.0
-130.9,54.9,7.85,0.0
-130.9,54.9,7.95,0.0
-130.9,54.9,8.05,0.0
-130.9,54.9,8.15,0.0
-130.9,54.9,8.25,0.0
-130.9,54.9,8.35,0.0
-130.9,55.1,4.85,0.0
-130.9,55.1,4.95,0.0
-130.9,55.1,5.05,0.0
-130.9,55.1,5.15,0.0
-130.9,55.1,5.25,0.0
-130.9,55.1,5.35,0.0
-130.9,55.1,5.45,0.0
-130.9,55.1,5.55,0.0
-130.9,55.1,5.65,0.0
-130.9,55.1,5.75,0.0
-130.9,55.1,5.85,0.0
-130.9,55.1,5.95,0.0
-130.9,55.1,6.05,0.0
-130.9,55.1,6.15,0.0
-130.9,55.1,6.25,0.0
-130.9,55.1,6.35,0.0
-130.9,55.1,6.45,0.0
-130.9,55.1,6.55,0.0
-130.9,55.1,6.65,0.0
-130.9,55.1,6.75,0.0
-130.9,55.1,6.85,0.0
-130.9,55.1,6.95,0.0
-130.9,55.1,7.05,0.0
-130.9,55.1,7.15,0.0
-130.9,55.1,7.25,0.0
-130.9,55.1,7.35,0.0
-130.9,55.1,7.45,0.0
-130.9,55.1,7.55,0.0
-130.9,55.1,7.65,0.0
-130.9,55.1,7.75,0.0
-130.9,55.1,7.85,0.0
-130.9,55.1,7.95,0.0
-130.9,55.1,8.05,0.0
-130.9,55.1,8.15,0.0
-130.9,55.1,8.25,0.0
-130.9,55.1,8.35,0.0
-130.9,55.3,4.85,0.0
-130.9,55.3,4.95,0.0
-130.9,55.3,5.05,0.0
-130.9,55.3,5.15,0.0
-130.9,55.3,5.25,0.0
-130.9,55.3,5.35,0.0
-130.9,55.3,5.45,0.0
-130.9,55.3,5.55,0.0
-130.9,55.3,5.65,0.0
-130.9,55.3,5.75,0.0
-130.9,55.3,5.85,0.0
-130.9,55.3,5.95,0.0
-130.9,55.3,6.05,0.0
-130.9,55.3,6.15,0.0
-130.9,55.3,6.25,0.0
-130.9,55.3,6.35,0.0
-130.9,55.3,6.45,0.0
-130.9,55.3,6.55,0.0
-130.9,55.3,6.65,0.0
-130.9,55.3,6.75,0.0
-130.9,55.3,6.85,0.0
-130.9,55.3,6.95,0.0
-130.9,55.3,7.05,0.0
-130.9,55.3,7.15,0.0
-130.9,55.3,7.25,0.0
-130.9,55.3,7.35,0.0
-130.9,55.3,7.45,0.0
-130.9,55.3,7.55,0.0
-130.9,55.3,7.65,0.0
-130.9,55.3,7.75,0.0
-130.9,55.3,7.85,0.0
-130.9,55.3,7.95,0.0
-130.9,55.3,8.05,0.0
-130.9,55.3,8.15,0.0
-130.9,55.3,8.25,0.0
-130.9,55.3,8.35,0.0
-130.7,51.7,4.85,0.0
-130.7,51.7,4.95,0.0
-130.7,51.7,5.05,0.0
-130.7,51.7,5.15,0.0
-130.7,51.7,5.25,0.0
-130.7,51.7,5.35,0.0
-130.7,51.7,5.45,0.0
-130.7,51.7,5.55,0.0
-130.7,51.7,5.65,0.0
-130.7,51.7,5.75,0.0
-130.7,51.7,5.85,0.0
-130.7,51.7,5.95,0.0
-130.7,51.7,6.05,0.0
-130.7,51.7,6.15,0.0
-130.7,51.7,6.25,0.0
-130.7,51.7,6.35,0.0
-130.7,51.7,6.45,0.0
-130.7,51.7,6.55,0.0
-130.7,51.7,6.65,0.0
-130.7,51.7,6.75,0.0
-130.7,51.7,6.85,0.0
-130.7,51.7,6.95,0.0
-130.7,51.7,7.05,0.0
-130.7,51.7,7.15,0.0
-130.7,51.7,7.25,0.0
-130.7,51.7,7.35,0.0
-130.7,51.7,7.45,0.0
-130.7,51.7,7.55,0.0
-130.7,51.7,7.65,0.0
-130.7,51.7,7.75,0.0
-130.7,51.7,7.85,0.0
-130.7,51.7,7.95,0.0
-130.7,51.7,8.05,0.0
-130.7,51.7,8.15,0.0
-130.7,51.7,8.25,0.0
-130.7,51.7,8.35,0.0
-130.7,51.9,4.85,0.0
-130.7,51.9,4.95,0.0
-130.7,51.9,5.05,0.0
-130.7,51.9,5.15,0.0
-130.7,51.9,5.25,0.0
-130.7,51.9,5.35,0.0
-130.7,51.9,5.45,0.0
-130.7,51.9,5.55,0.0
-130.7,51.9,5.65,0.0
-130.7,51.9,5.75,0.0
-130.7,51.9,5.85,0.0
-130.7,51.9,5.95,0.0
-130.7,51.9,6.05,0.0
-130.7,51.9,6.15,0.0
-130.7,51.9,6.25,0.0
-130.7,51.9,6.35,0.0
-130.7,51.9,6.45,0.0
-130.7,51.9,6.55,0.0
-130.7,51.9,6.65,0.0
-130.7,51.9,6.75,0.0
-130.7,51.9,6.85,0.0
-130.7,51.9,6.95,0.0
-130.7,51.9,7.05,0.0
-130.7,51.9,7.15,0.0
-130.7,51.9,7.25,0.0
-130.7,51.9,7.35,0.0
-130.7,51.9,7.45,0.0
-130.7,51.9,7.55,0.0
-130.7,51.9,7.65,0.0
-130.7,51.9,7.75,0.0
-130.7,51.9,7.85,0.0
-130.7,51.9,7.95,0.0
-130.7,51.9,8.05,0.0
-130.7,51.9,8.15,0.0
-130.7,51.9,8.25,0.0
-130.7,51.9,8.35,0.0
-130.7,52.1,4.85,0.0
-130.7,52.1,4.95,0.0
-130.7,52.1,5.05,0.0
-130.7,52.1,5.15,0.0
-130.7,52.1,5.25,0.0
-130.7,52.1,5.35,0.0
-130.7,52.1,5.45,0.0
-130.7,52.1,5.55,0.0
-130.7,52.1,5.65,0.0
-130.7,52.1,5.75,0.0
-130.7,52.1,5.85,0.0
-130.7,52.1,5.95,0.0
-130.7,52.1,6.05,0.0
-130.7,52.1,6.15,0.0
-130.7,52.1,6.25,0.0
-130.7,52.1,6.35,0.0
-130.7,52.1,6.45,0.0
-130.7,52.1,6.55,0.0
-130.7,52.1,6.65,0.0
-130.7,52.1,6.75,0.0
-130.7,52.1,6.85,0.0
-130.7,52.1,6.95,0.0
-130.7,52.1,7.05,0.0
-130.7,52.1,7.15,0.0
-130.7,52.1,7.25,0.0
-130.7,52.1,7.35,0.0
-130.7,52.1,7.45,0.0
-130.7,52.1,7.55,0.0
-130.7,52.1,7.65,0.0
-130.7,52.1,7.75,0.0
-130.7,52.1,7.85,0.0
-130.7,52.1,7.95,0.0
-130.7,52.1,8.05,0.0
-130.7,52.1,8.15,0.0
-130.7,52.1,8.25,0.0
-130.7,52.1,8.35,0.0
-130.7,52.3,4.85,0.0
-130.7,52.3,4.95,0.0
-130.7,52.3,5.05,0.0
-130.7,52.3,5.15,0.0
-130.7,52.3,5.25,0.0
-130.7,52.3,5.35,0.0
-130.7,52.3,5.45,0.0
-130.7,52.3,5.55,0.0
-130.7,52.3,5.65,0.0
-130.7,52.3,5.75,0.0
-130.7,52.3,5.85,0.0
-130.7,52.3,5.95,0.0
-130.7,52.3,6.05,0.0
-130.7,52.3,6.15,0.0
-130.7,52.3,6.25,0.0
-130.7,52.3,6.35,0.0
-130.7,52.3,6.45,0.0
-130.7,52.3,6.55,0.0
-130.7,52.3,6.65,0.0
-130.7,52.3,6.75,0.0
-130.7,52.3,6.85,0.0
-130.7,52.3,6.95,0.0
-130.7,52.3,7.05,0.0
-130.7,52.3,7.15,0.0
-130.7,52.3,7.25,0.0
-130.7,52.3,7.35,0.0
-130.7,52.3,7.45,0.0
-130.7,52.3,7.55,0.0
-130.7,52.3,7.65,0.0
-130.7,52.3,7.75,0.0
-130.7,52.3,7.85,0.0
-130.7,52.3,7.95,0.0
-130.7,52.3,8.05,0.0
-130.7,52.3,8.15,0.0
-130.7,52.3,8.25,0.0
-130.7,52.3,8.35,0.0
-130.7,52.5,4.85,0.0
-130.7,52.5,4.95,0.0
-130.7,52.5,5.05,0.0
-130.7,52.5,5.15,0.0
-130.7,52.5,5.25,0.0
-130.7,52.5,5.35,0.0
-130.7,52.5,5.45,0.0
-130.7,52.5,5.55,0.0
-130.7,52.5,5.65,0.0
-130.7,52.5,5.75,0.0
-130.7,52.5,5.85,0.0
-130.7,52.5,5.95,0.0
-130.7,52.5,6.05,0.0
-130.7,52.5,6.15,0.0
-130.7,52.5,6.25,0.0
-130.7,52.5,6.35,0.0
-130.7,52.5,6.45,0.0
-130.7,52.5,6.55,0.0
-130.7,52.5,6.65,0.0
-130.7,52.5,6.75,0.0
-130.7,52.5,6.85,0.0
-130.7,52.5,6.95,0.0
-130.7,52.5,7.05,0.0
-130.7,52.5,7.15,0.0
-130.7,52.5,7.25,0.0
-130.7,52.5,7.35,0.0
-130.7,52.5,7.45,0.0
-130.7,52.5,7.55,0.0
-130.7,52.5,7.65,0.0
-130.7,52.5,7.75,0.0
-130.7,52.5,7.85,0.0
-130.7,52.5,7.95,0.0
-130.7,52.5,8.05,0.0
-130.7,52.5,8.15,0.0
-130.7,52.5,8.25,0.0
-130.7,52.5,8.35,0.0
-130.7,52.7,4.85,0.0
-130.7,52.7,4.95,0.0
-130.7,52.7,5.05,0.0
-130.7,52.7,5.15,0.0
-130.7,52.7,5.25,0.0
-130.7,52.7,5.35,0.0
-130.7,52.7,5.45,0.0
-130.7,52.7,5.55,0.0
-130.7,52.7,5.65,0.0
-130.7,52.7,5.75,0.0
-130.7,52.7,5.85,0.0
-130.7,52.7,5.95,0.0
-130.7,52.7,6.05,0.0
-130.7,52.7,6.15,0.0
-130.7,52.7,6.25,0.0
-130.7,52.7,6.35,0.0
-130.7,52.7,6.45,0.0
-130.7,52.7,6.55,0.0
-130.7,52.7,6.65,0.0
-130.7,52.7,6.75,0.0
-130.7,52.7,6.85,0.0
-130.7,52.7,6.95,0.0
-130.7,52.7,7.05,0.0
-130.7,52.7,7.15,0.0
-130.7,52.7,7.25,0.0
-130.7,52.7,7.35,0.0
-130.7,52.7,7.45,0.0
-130.7,52.7,7.55,0.0
-130.7,52.7,7.65,0.0
-130.7,52.7,7.75,0.0
-130.7,52.7,7.85,0.0
-130.7,52.7,7.95,0.0
-130.7,52.7,8.05,0.0
-130.7,52.7,8.15,0.0
-130.7,52.7,8.25,0.0
-130.7,52.7,8.35,0.0
-130.7,52.9,4.85,0.0
-130.7,52.9,4.95,0.0
-130.7,52.9,5.05,0.0
-130.7,52.9,5.15,0.0
-130.7,52.9,5.25,0.0
-130.7,52.9,5.35,0.0
-130.7,52.9,5.45,0.0
-130.7,52.9,5.55,0.0
-130.7,52.9,5.65,0.0
-130.7,52.9,5.75,0.0
-130.7,52.9,5.85,0.0
-130.7,52.9,5.95,0.0
-130.7,52.9,6.05,0.0
-130.7,52.9,6.15,0.0
-130.7,52.9,6.25,0.0
-130.7,52.9,6.35,0.0
-130.7,52.9,6.45,0.0
-130.7,52.9,6.55,0.0
-130.7,52.9,6.65,0.0
-130.7,52.9,6.75,0.0
-130.7,52.9,6.85,0.0
-130.7,52.9,6.95,0.0
-130.7,52.9,7.05,0.0
-130.7,52.9,7.15,0.0
-130.7,52.9,7.25,0.0
-130.7,52.9,7.35,0.0
-130.7,52.9,7.45,0.0
-130.7,52.9,7.55,0.0
-130.7,52.9,7.65,0.0
-130.7,52.9,7.75,0.0
-130.7,52.9,7.85,0.0
-130.7,52.9,7.95,0.0
-130.7,52.9,8.05,0.0
-130.7,52.9,8.15,0.0
-130.7,52.9,8.25,0.0
-130.7,52.9,8.35,0.0
-130.7,53.1,4.85,0.0
-130.7,53.1,4.95,0.0
-130.7,53.1,5.05,0.0
-130.7,53.1,5.15,0.0
-130.7,53.1,5.25,0.0
-130.7,53.1,5.35,0.0
-130.7,53.1,5.45,0.0
-130.7,53.1,5.55,0.0
